id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
7816,10080,pikachu-rock-star,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-rock-star.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7817,10081,pikachu-belle,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-belle.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7818,10082,pikachu-pop-star,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-pop-star.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7819,10083,pikachu-phd,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-phd.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7820,10084,pikachu-libre,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-libre.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7821,10085,pikachu-cosplay,"[""전기""]",35,55,40,50,50,90,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-cosplay.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7822,10086,hoopa-unbound,"[""악"",""에스퍼""]",80,160,60,170,130,80,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png"",""https://play.pokemonshowdown.com/sprites/ani/hoopa-unbound.gif""]","[""매지션""]",[],후파,,[],[],
7823,323,camerupt-mega,"[""땅"",""불꽃""]",70,120,100,145,105,20,560,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png"",""https://play.pokemonshowdown.com/sprites/ani/camerupt-mega.gif""]","[""우격다짐""]",[],메가 폭타,,"[""둔타""]",[],
7824,428,lopunny-mega,"[""격투"",""노말""]",65,136,94,54,96,135,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png"",""https://play.pokemonshowdown.com/sprites/ani/lopunny-mega.gif""]","[""배짱""]",[],메가 이어롭,,"[""이어롤""]",[],
7825,373,salamence-mega,"[""드래곤"",""비행""]",95,145,130,120,90,120,700,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png"",""https://play.pokemonshowdown.com/sprites/ani/salamence-mega.gif""]","[""스카이스킨""]",[],메가 보만다,,"[""쉘곤""]",[],
7826,15,beedrill-mega,"[""독"",""벌레""]",65,150,40,15,80,145,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png"",""https://play.pokemonshowdown.com/sprites/ani/beedrill-mega.gif""]","[""적응력""]",[],메가 독침붕,,"[""딱충이""]",[],
7827,19,rattata-alola,"[""노말"",""악""]",30,56,35,25,35,72,253,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png"",""https://play.pokemonshowdown.com/sprites/ani/rattata-alola.gif""]","[""먹보"",""의욕""]","[""두꺼운지방""]",알로라 꼬렛,,[],"[""레트라""]",
7828,20,raticate-alola,"[""노말"",""악""]",75,71,70,40,80,77,413,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10092.png"",""https://play.pokemonshowdown.com/sprites/ani/raticate-alola.gif""]","[""먹보"",""의욕""]","[""두꺼운지방""]",알로라 레트라,,"[""꼬렛""]",[],
7829,20,raticate-totem-alola,"[""노말"",""악""]",75,71,70,40,80,77,413,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10093.png"",""https://play.pokemonshowdown.com/sprites/ani/raticate-totem-alola.gif""]","[""먹보"",""의욕""]","[""두꺼운지방""]",알로라 레트라,,"[""꼬렛""]",[],
7830,26,raichu-alola,"[""에스퍼"",""전기""]",60,85,50,95,85,110,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png"",""https://play.pokemonshowdown.com/sprites/ani/raichu-alola.gif""]","[""서핑테일""]",[],알로라 라이츄,,"[""피카츄""]",[],
7831,27,sandshrew-alola,"[""강철"",""얼음""]",50,75,90,10,35,40,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png"",""https://play.pokemonshowdown.com/sprites/ani/sandshrew-alola.gif""]","[""눈숨기""]","[""눈치우기""]",알로라 모래두지,,[],"[""고지""]",
7832,28,sandslash-alola,"[""강철"",""얼음""]",75,100,120,25,65,65,450,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png"",""https://play.pokemonshowdown.com/sprites/ani/sandslash-alola.gif""]","[""눈숨기""]","[""눈치우기""]",알로라 고지,,"[""모래두지""]",[],
7833,37,vulpix-alola,"[""얼음""]",38,41,40,50,65,65,299,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png"",""https://play.pokemonshowdown.com/sprites/ani/vulpix-alola.gif""]","[""눈숨기""]","[""눈퍼뜨리기""]",알로라 식스테일,,[],"[""나인테일""]",
7834,38,ninetales-alola,"[""얼음"",""페어리""]",73,67,75,81,100,109,505,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10104.png"",""https://play.pokemonshowdown.com/sprites/ani/ninetales-alola.gif""]","[""눈숨기""]","[""눈퍼뜨리기""]",알로라 나인테일,,"[""식스테일""]",[],
7835,50,diglett-alola,"[""강철"",""땅""]",10,55,30,35,45,90,265,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10105.png"",""https://play.pokemonshowdown.com/sprites/ani/diglett-alola.gif""]","[""모래숨기"",""컬리헤어""]","[""모래의힘""]",알로라 디그다,,[],"[""닥트리오""]",
7836,51,dugtrio-alola,"[""강철"",""땅""]",35,100,60,50,70,110,425,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10106.png"",""https://play.pokemonshowdown.com/sprites/ani/dugtrio-alola.gif""]","[""모래숨기"",""컬리헤어""]","[""모래의힘""]",알로라 닥트리오,,"[""디그다""]",[],
7837,52,meowth-alola,"[""악""]",40,35,35,50,40,90,290,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10107.png"",""https://play.pokemonshowdown.com/sprites/ani/meowth-alola.gif""]","[""픽업"",""테크니션""]","[""주눅""]",알로라 나옹,,[],"[""페르시온"",""나이킹""]",
7838,53,persian-alola,"[""악""]",65,60,60,75,65,115,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10108.png"",""https://play.pokemonshowdown.com/sprites/ani/persian-alola.gif""]","[""퍼코트"",""테크니션""]","[""주눅""]",알로라 페르시온,,"[""나옹""]",[],
7839,74,geodude-alola,"[""바위"",""전기""]",40,80,100,30,30,20,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10109.png"",""https://play.pokemonshowdown.com/sprites/ani/geodude-alola.gif""]","[""자력"",""옹골참""]","[""일렉트릭스킨""]",알로라 꼬마돌,,[],"[""데구리""]",
7840,75,graveler-alola,"[""바위"",""전기""]",55,95,115,45,45,35,390,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10110.png"",""https://play.pokemonshowdown.com/sprites/ani/graveler-alola.gif""]","[""자력"",""옹골참""]","[""일렉트릭스킨""]",알로라 데구리,,"[""꼬마돌""]","[""딱구리""]",
7841,76,golem-alola,"[""바위"",""전기""]",80,120,130,55,65,45,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10111.png"",""https://play.pokemonshowdown.com/sprites/ani/golem-alola.gif""]","[""자력"",""옹골참""]","[""일렉트릭스킨""]",알로라 딱구리,,"[""데구리""]",[],
7842,88,grimer-alola,"[""독"",""악""]",80,80,50,40,50,25,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png"",""https://play.pokemonshowdown.com/sprites/ani/grimer-alola.gif""]","[""독수"",""먹보""]","[""과학의힘""]",알로라 질퍽이,,[],"[""질뻐기""]",
7843,89,muk-alola,"[""독"",""악""]",105,105,75,65,100,50,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png"",""https://play.pokemonshowdown.com/sprites/ani/muk-alola.gif""]","[""독수"",""먹보""]","[""과학의힘""]",알로라 질뻐기,,"[""질퍽이""]",[],
7844,103,exeggutor-alola,"[""드래곤"",""풀""]",95,105,85,125,75,45,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png"",""https://play.pokemonshowdown.com/sprites/ani/exeggutor-alola.gif""]","[""통찰""]","[""수확""]",알로라 나시,,"[""아라리""]",[],
7845,105,marowak-alola,"[""고스트"",""불꽃""]",60,80,110,50,80,45,425,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png"",""https://play.pokemonshowdown.com/sprites/ani/marowak-alola.gif""]","[""저주받은바디"",""피뢰침""]","[""돌머리""]",알로라 텅구리,,"[""탕구리""]",[],
7846,10116,greninja-battle-bond,"[""물"",""악""]",72,95,67,103,71,122,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png"",""https://play.pokemonshowdown.com/sprites/ani/greninja-battle-bond.gif""]","[""유대변화""]",[],개굴닌자,,"[""개굴반장""]",[],
7847,10117,greninja-ash,"[""물"",""악""]",72,145,67,153,71,132,640,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png"",""https://play.pokemonshowdown.com/sprites/ani/greninja-ash.gif""]","[""유대변화""]",[],개굴닌자,,"[""개굴반장""]",[],
7848,10118,zygarde-10-power-construct,"[""드래곤"",""땅""]",54,100,71,61,85,115,486,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10118.png"",""https://play.pokemonshowdown.com/sprites/ani/zygarde-10-power-construct.gif""]","[""스웜체인지""]",[],지가르데,,[],[],
7849,10119,zygarde-50-power-construct,"[""드래곤"",""땅""]",108,100,121,81,95,95,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10119.png"",""https://play.pokemonshowdown.com/sprites/ani/zygarde-50-power-construct.gif""]","[""스웜체인지""]",[],지가르데,,[],[],
7850,10120,zygarde-complete,"[""드래곤"",""땅""]",216,100,121,91,95,85,708,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10120.png"",""https://play.pokemonshowdown.com/sprites/ani/zygarde-complete.gif""]","[""스웜체인지""]",[],지가르데,,[],[],
7851,10121,gumshoos-totem,"[""노말""]",88,110,60,55,60,45,418,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10121.png"",""https://play.pokemonshowdown.com/sprites/ani/gumshoos-totem.gif""]","[""잠복"",""옹골찬턱""]","[""적응력""]",형사구스,,"[""영구스""]",[],
7852,10122,vikavolt-totem,"[""벌레"",""전기""]",77,70,90,145,75,43,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10122.png"",""https://play.pokemonshowdown.com/sprites/ani/vikavolt-totem.gif""]","[""부유""]",[],투구뿌논,,"[""전지충이""]",[],
7853,10123,oricorio-pom-pom,"[""비행"",""전기""]",75,70,70,98,70,93,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10123.png"",""https://play.pokemonshowdown.com/sprites/ani/oricorio-pom-pom.gif""]","[""무희""]",[],춤추새,,[],[],
7854,10124,oricorio-pau,"[""비행"",""에스퍼""]",75,70,70,98,70,93,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10124.png"",""https://play.pokemonshowdown.com/sprites/ani/oricorio-pau.gif""]","[""무희""]",[],춤추새,,[],[],
7855,10125,oricorio-sensu,"[""고스트"",""비행""]",75,70,70,98,70,93,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10125.png"",""https://play.pokemonshowdown.com/sprites/ani/oricorio-sensu.gif""]","[""무희""]",[],춤추새,,[],[],
7856,10126,lycanroc-midnight,"[""바위""]",85,115,75,55,75,82,487,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10126.png"",""https://play.pokemonshowdown.com/sprites/ani/lycanroc-midnight.gif""]","[""날카로운눈"",""의기양양""]","[""노가드""]",루가루암,,"[""암멍이""]",[],
7857,10127,wishiwashi-school,"[""물""]",45,140,130,140,135,30,620,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10127.png"",""https://play.pokemonshowdown.com/sprites/ani/wishiwashi-school.gif""]","[""어군""]",[],약어리,,[],[],
7858,10128,lurantis-totem,"[""풀""]",70,105,90,80,90,45,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10128.png"",""https://play.pokemonshowdown.com/sprites/ani/lurantis-totem.gif""]","[""리프가드""]","[""심술꾸러기""]",라란티스,,"[""짜랑랑""]",[],
7859,10129,salazzle-totem,"[""독"",""불꽃""]",68,64,60,111,60,117,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10129.png"",""https://play.pokemonshowdown.com/sprites/ani/salazzle-totem.gif""]","[""부식""]","[""둔감""]",염뉴트,,"[""야도뇽""]",[],
7860,10130,minior-orange-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10130.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-orange-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7861,10131,minior-yellow-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10131.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-yellow-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7862,10132,minior-green-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10132.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-green-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7863,10133,minior-blue-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10133.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-blue-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7864,10134,minior-indigo-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10134.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-indigo-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7865,10135,minior-violet-meteor,"[""바위"",""비행""]",60,60,100,60,100,60,440,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10135.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-violet-meteor.gif""]","[""리밋실드""]",[],메테노,,[],[],
7866,10136,minior-red,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10136.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-red.gif""]","[""리밋실드""]",[],메테노,,[],[],
7867,10137,minior-orange,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10137.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-orange.gif""]","[""리밋실드""]",[],메테노,,[],[],
7868,10138,minior-yellow,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10138.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-yellow.gif""]","[""리밋실드""]",[],메테노,,[],[],
7869,10139,minior-green,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10139.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-green.gif""]","[""리밋실드""]",[],메테노,,[],[],
7870,10140,minior-blue,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10140.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-blue.gif""]","[""리밋실드""]",[],메테노,,[],[],
7871,10141,minior-indigo,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10141.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-indigo.gif""]","[""리밋실드""]",[],메테노,,[],[],
7872,10142,minior-violet,"[""바위"",""비행""]",60,100,60,100,60,120,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10142.png"",""https://play.pokemonshowdown.com/sprites/ani/minior-violet.gif""]","[""리밋실드""]",[],메테노,,[],[],
7873,10143,mimikyu-busted,"[""고스트"",""페어리""]",55,90,80,50,105,96,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10143.png"",""https://play.pokemonshowdown.com/sprites/ani/mimikyu-busted.gif""]","[""탈""]",[],따라큐,,[],[],
7874,10144,mimikyu-totem-disguised,"[""고스트"",""페어리""]",55,90,80,50,105,96,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10144.png"",""https://play.pokemonshowdown.com/sprites/ani/mimikyu-totem-disguised.gif""]","[""탈""]",[],따라큐,,[],[],
7875,10145,mimikyu-totem-busted,"[""고스트"",""페어리""]",55,90,80,50,105,96,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10145.png"",""https://play.pokemonshowdown.com/sprites/ani/mimikyu-totem-busted.gif""]","[""탈""]",[],따라큐,,[],[],
7876,10146,kommo-o-totem,"[""격투"",""드래곤""]",75,110,125,100,105,85,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10146.png"",""https://play.pokemonshowdown.com/sprites/ani/kommo-o-totem.gif""]","[""방탄"",""방음""]","[""방진""]",짜랑고우거,,"[""짜랑고우""]",[],
7877,10147,magearna-original,"[""강철"",""페어리""]",80,95,115,130,115,65,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10147.png"",""https://play.pokemonshowdown.com/sprites/ani/magearna-original.gif""]","[""소울하트""]",[],마기아나,,[],"[""메가 마기아나""]",
7878,10149,marowak-totem,"[""고스트"",""불꽃""]",60,80,110,50,80,45,425,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10149.png"",""https://play.pokemonshowdown.com/sprites/ani/marowak-totem.gif""]","[""저주받은바디"",""피뢰침""]","[""돌머리""]",텅구리,,"[""탕구리""]",[],
7879,10150,ribombee-totem,"[""벌레"",""페어리""]",60,55,60,95,70,124,464,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10150.png"",""https://play.pokemonshowdown.com/sprites/ani/ribombee-totem.gif""]","[""꿀모으기"",""인분""]","[""스위트베일""]",에리본,,"[""에블리""]",[],
7880,10151,rockruff-own-tempo,"[""바위""]",45,65,40,30,40,60,280,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10151.png"",""https://play.pokemonshowdown.com/sprites/ani/rockruff-own-tempo.gif""]","[""마이페이스""]",[],암멍이,,[],"[""루가루암""]",
7881,10152,lycanroc-dusk,"[""바위""]",75,117,65,55,65,110,487,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10152.png"",""https://play.pokemonshowdown.com/sprites/ani/lycanroc-dusk.gif""]","[""단단한발톱""]",[],루가루암,,"[""암멍이""]",[],
7882,10153,araquanid-totem,"[""물"",""벌레""]",68,70,92,50,132,42,454,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10153.png"",""https://play.pokemonshowdown.com/sprites/ani/araquanid-totem.gif""]","[""수포""]","[""저수""]",깨비물거미,,"[""물거미""]",[],
7883,10154,togedemaru-totem,"[""강철"",""전기""]",65,98,63,40,73,96,435,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10154.png"",""https://play.pokemonshowdown.com/sprites/ani/togedemaru-totem.gif""]","[""철가시"",""피뢰침""]","[""옹골참""]",토게데마루,,[],[],
7884,10155,necrozma-dusk,"[""강철"",""에스퍼""]",97,157,127,113,109,77,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10155.png"",""https://play.pokemonshowdown.com/sprites/ani/necrozma-dusk.gif""]","[""프리즘아머""]",[],네크로즈마,,[],[],
7885,10156,necrozma-dawn,"[""고스트"",""에스퍼""]",97,113,109,157,127,77,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10156.png"",""https://play.pokemonshowdown.com/sprites/ani/necrozma-dawn.gif""]","[""프리즘아머""]",[],네크로즈마,,[],[],
7886,10157,necrozma-ultra,"[""드래곤"",""에스퍼""]",97,167,97,167,97,129,754,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10157.png"",""https://play.pokemonshowdown.com/sprites/ani/necrozma-ultra.gif""]","[""브레인포스""]",[],네크로즈마,,[],[],
7887,10158,pikachu-starter,"[""전기""]",45,80,50,75,60,120,430,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png"",""https://play.pokemonshowdown.com/sprites/ani/pikachu-starter.gif""]","[""정전기""]","[""피뢰침""]",피카츄,,"[""피츄""]","[""라이츄""]",
7889,52,meowth-galar,"[""강철""]",50,65,55,40,40,40,290,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10161.png"",""https://play.pokemonshowdown.com/sprites/ani/meowth-galar.gif""]","[""픽업"",""단단한발톱""]","[""긴장감""]",가라르 나옹,,[],"[""페르시온"",""나이킹""]",
7890,77,ponyta-galar,"[""에스퍼""]",50,85,55,65,65,90,410,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10162.png"",""https://play.pokemonshowdown.com/sprites/ani/ponyta-galar.gif""]","[""도주"",""파스텔베일""]","[""위험예지""]",가라르 포니타,,[],"[""날쌩마""]",
7891,78,rapidash-galar,"[""에스퍼"",""페어리""]",65,100,70,80,80,105,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10163.png"",""https://play.pokemonshowdown.com/sprites/ani/rapidash-galar.gif""]","[""도주"",""파스텔베일""]","[""위험예지""]",가라르 날쌩마,,"[""포니타""]",[],
7892,79,slowpoke-galar,"[""에스퍼""]",90,65,65,40,40,15,315,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10164.png"",""https://play.pokemonshowdown.com/sprites/ani/slowpoke-galar.gif""]","[""먹보"",""마이페이스""]","[""재생력""]",가라르 야돈,,[],"[""야도란"",""야도킹""]",
7893,80,slowbro-galar,"[""독"",""에스퍼""]",95,100,95,100,70,30,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10165.png"",""https://play.pokemonshowdown.com/sprites/ani/slowbro-galar.gif""]","[""퀵드로"",""마이페이스""]","[""재생력""]",가라르 야도란,,"[""야돈""]",[],
7894,83,farfetchd-galar,"[""격투""]",52,95,55,58,62,55,377,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10166.png"",""https://play.pokemonshowdown.com/sprites/ani/farfetchd-galar.gif""]","[""불굴의마음""]","[""배짱""]",가라르 파오리,,[],"[""창파나이트""]",
7895,110,weezing-galar,"[""독"",""페어리""]",65,90,120,85,70,60,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10167.png"",""https://play.pokemonshowdown.com/sprites/ani/weezing-galar.gif""]","[""부유"",""화학변화가스""]","[""미스트메이커""]",가라르 또도가스,,"[""또가스""]",[],
7896,122,mr-mime-galar,"[""얼음"",""에스퍼""]",50,65,65,90,90,100,460,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10168.png"",""https://play.pokemonshowdown.com/sprites/ani/mr-mime-galar.gif""]","[""의기양양"",""배리어프리""]","[""아이스바디""]",가라르 마임맨,,"[""흉내내""]","[""마임꽁꽁""]",
7897,144,articuno-galar,"[""비행"",""에스퍼""]",90,85,85,125,100,95,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10169.png"",""https://play.pokemonshowdown.com/sprites/ani/articuno-galar.gif""]","[""승기""]",[],가라르 프리져,,[],[],
7898,145,zapdos-galar,"[""격투"",""비행""]",90,125,90,85,90,100,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10170.png"",""https://play.pokemonshowdown.com/sprites/ani/zapdos-galar.gif""]","[""오기""]",[],가라르 썬더,,[],[],
7899,146,moltres-galar,"[""비행"",""악""]",90,85,90,100,125,90,580,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10171.png"",""https://play.pokemonshowdown.com/sprites/ani/moltres-galar.gif""]","[""발끈""]",[],가라르 파이어,,[],[],
7900,199,slowking-galar,"[""독"",""에스퍼""]",95,65,80,110,110,30,490,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10172.png"",""https://play.pokemonshowdown.com/sprites/ani/slowking-galar.gif""]","[""기묘한약"",""마이페이스""]","[""재생력""]",가라르 야도킹,,"[""야돈""]",[],
